Status;Año - mes;Descripción SAP ;Nombre Lean;SAP;División;Marca;Tipo de Actividad;Clasificación;NPS;Nº APO;TON;Nº Rolling;TONxRolling;120;90;60;30;;;;;;;;;;;
1;2025-03;NESTLE Chocotrio Cookies 11(6x90g) MX;Chocotrio Conveniencia Cookies;12617331;Impulso;Nestlé;In&Out;Sabores;;1010,101011;;;;1;1;1;1;;;;;;;;;;;
1;2025-03;Nesquik Chocolate Syrup 623.6g MX;Nesquik chocolate Syrup 623.6g;12617332;Modificadores;Nesquik;In&Out;Jirafas;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-03;NIDO KINDER 1+ Nectar Macetita 24x360gMX;NIDO KINDER 1+ Nectar Macetita;12617627;Leches De Crecimiento;Nido Kinder;In&Out;Ofertas Armadas;10.043;1956,018519;46,7;;46,7;1;1;1;1;;;;;;;;;;;
1;2025-03;NESTLE Chocotrio PB 11(6x90g) MX;Chocotrio Conveniencia Cacahuate;12617747;Impulso;Nestlé;In&Out;Sabores;;1346,801346;;;;1;1;1;1;;;;;;;;;;;
1;2025-03;CARNATION Leche Evapor MP 128(6x1kg) MX;Carnation 6 pack;12618113;Lácteos Culinarios;Carnation;In&Out;Ofertas Armadas;;495,442709;380;;380;1;1;1;1;;;;;;;;;;;
1;2025-03;TRIX+NQK Minis+Duo+Mmallo PDQ SC 66.06kgMX;TRIX+NQK Minis+Duo+Mmallo PDQ SC 66.06kgMX;12620623;Cereales;Trix;In&Out;PDQ de Origen;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-03;TRIX+NQK Mmallo+Minis PDQ AS 64.38kg MX;TRIX+NQK Mmallo+Minis PDQ AS 64.38kg MX;12620625;Cereales;Trix;In&Out;PDQ de Origen;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-03;TRIX+NQK Minis+Duo+Mmallo PDQ BA 66.06kgMX;TRIX+NQK Minis+Duo+Mmallo PDQ BA 66.06kgMX;12620649;Cereales;Trix;In&Out;PDQ de Origen;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-04;NESCAFE CAPPUOriginalMP14(6x20g)PRTazaMX;CAPPU - Cappu org + taza decorada;12363120;Cafés;Cappuccino;In&Out;Ofertas Armadas + Promocional;26;10200;63;17;46;1;1;1;1;;;;;;;;;;;
1;2025-04;NESCAFE DOLCA 10(300+80g)PR DOLCA 80g MX;DOLCA - Dolca 300g + 80g;12398953;Cafés;Dolca;In&Out;Ofertas Armadas;30;24557,14286;80;80;0;1;1;1;1;;;;;;;;;;;
1;2025-04;NESTLE MEDIA CREMA 24x225g PR20%FreeN1MX;MC jirafa 225g +20%;12477435;Lácteos Culinarios;Mediacrema;In&Out;Jirafas;10.107;53765,43208;142;234;-92;1;1;1;1;;;;;;;;;;;
1;2025-04;CONSOMATE Caldo Pollo TomP1(24x105g)N2MX;Consomate 8+2;12512846;Culinarios;Consomate;In&Out;Ofertas Armadas;10.400.000;32291,66665;65,1;63;2,1;1;1;1;1;;;;;;;;;;;
1;2025-04;GERBER 2AET Duopack Papillas 6 (2x113)g MX;2 Pack Papillas;12576187;Alimentos Infantiles;Papillas;In&Out;Ofertas Armadas;2.920.354;;30;;30;1;1;1;1;;;;;;;;;;;
1;2025-04;NSCAFE Sabores Avellana 6x120g MX;CLÁSICO - Sabores Nescafe Avellana;12588112;Cafés;Clásico;In&Out;Sabores;;42857,14286;;13;-13;1;1;1;1;;;;;;;;;;;
1;2025-04;NESCAFE Sabores Vainilla 6x120g MX;CLÁSICO - Sabores Nescafe Vainilla;12588113;Cafés;Clásico;In&Out;Sabores;;53571,42863;;18;-18;1;1;1;1;;;;;;;;;;;
1;2025-04;NESCAFE Sabores Chocolate 6x120g MX;CLÁSICO - Sabores Nescafe Chocolate;12588121;Cafés;Clásico;In&Out;Sabores;;55371,42854;;20;-20;1;1;1;1;;;;;;;;;;;
1;2025-04;COFFEE MATE ExtraCremosoPolvo240x1.1KgMX;Extracremoso 2x550g (Fajilla  & Charola Origen);12600296;Cremadores;Exc, Balance, Reducido;Innovaciones;Ofertas Armadas;3;0;24;11;13;1;1;1;1;;;;;;;;;;;
1;2025-04;NAN 3 OPTIPRO IF CP 80(2x1.6kg+400g)MX;NAN 3 OPTIPRO 2x1.6kg+400g;12603135;Fórmulas Infantiles;Nan 3;In&Out;Ofertas Armadas;29.476.400;496,527777;170;146;24;1;1;1;1;;;;;;;;;;;
1;2025-04;NAN 3 Optimal Pro 3(1.6kg+320g) MX;NAN 3 Optimal 1.6kg+320g;12604648;Fórmulas Infantiles;Nan 3;In&Out;Ofertas Armadas;19.222.034;16493,05555;95;19;76;1;1;1;1;;;;;;;;;;;
1;2025-04;TASTER'S CHOICE Amrto Vain MYW 12x100gMX;Tasters Amareto 100g;12605507;Cafés;Tasters;Innovaciones;Sabores;13;2925,000001;9;2;7;1;1;1;1;;;;;;;;;;;
1;2025-04;NAN 3 Optimal Pro 12 (720+80g) MX;NAN 3 Optimal 720+80g;12606868;Fórmulas Infantiles;Nan 3;In&Out;Ofertas Armadas;4.978.318;2090,999997;20;15;5;1;1;1;1;;;;;;;;;;;
1;2025-04;NESCAFE DOLCA Doypack 24x28g PR6gFree MX;DOLCA - Doypack Jirafa 28g;12609513;Cafés;Dolca;In&Out;Jirafas;43;62614,28571;67;27;40;1;1;1;1;;;;;;;;;;;
1;2025-04;;Abuelita Single;12612216;Mesa;Abuelita;In&Out;Empaque;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-04;NESQUIK Polvo Fresa Bolsa 12x357g N1 MX;NESQUIK Polvo Fresa 357;12612249;Modificadores;Nesquik;Línea;Sabores;;5788,51368;;;;1;1;1;1;;;;;;;;;;;
1;2025-04;TASTER'S CHOICE COLOMBIA MYW 12x100g MX;Tasters Colombia 100g;12612322;Cafés;Tasters;Innovaciones;Sabores;27;1500;20;3;17;1;1;1;1;;;;;;;;;;;
1;2025-04;KitKat Triple Chocolate 9 piezas;KitKat Triple Chocolate 9 piezas;12612557;Impulso;Kitkat;Innovaciones;Sabores;;8032,128514;;;;1;1;1;1;;;;;;;;;;;
1;2025-04;COFFEE MATE Vain+Avll+Orig3Pk220x1.2kgMX;3 pack CFMT sabores 400g (Vainilla, Avellana, Original);12614973;Cremadores;Cm Polvo;Innovaciones;Ofertas Armadas;34;171,428571;285;48;237;1;1;1;1;;;;;;;;;;;
1;2025-04;NESCAFE Black RTD 12x330ml MX NOM4;NOM 052;12615002;Rtd;Nescafé;Línea;Cambio de imagen;1.515;6861,999999;28,048;;28,048;1;1;1;1;;;;;;;;;;;
1;2025-04;CHEERIOS Manzana 18x310g MX;CHEERIOS Manzana 18x310g MX;12616634;Cereales;Cheerios;Línea;Empaque;;611,111112;;;;1;1;1;1;;;;;;;;;;;
1;2025-04;NIDO Seed 1+ 3(1.6kg+360g) PRSpecP MX;NIDO Seed 1+ 3(1.6kg+360g);12616743;Leches De Crecimiento;Nido Kinder;In&Out;Ofertas Armadas;105.891;;700;;700;1;1;1;1;;;;;;;;;;;
1;2025-04;CHEERIOS Miel 18x310g MX;CHEERIOS Miel 18x310g MX;12616745;Cereales;Cheerios;Línea;Empaque;;1869,175629;;;;1;1;1;1;;;;;;;;;;;
1;2025-04;NESQUIK 18x330g MX;NESQUIK 18x330g MX;12616746;Cereales;Nesquik;Línea;Empaque;;2594,276095;;;;1;1;1;1;;;;;;;;;;;
1;2025-04;CARLOS V Blanco Untable 6x1.2kg MX;Untable Carlos V Blanco 1.2kg;12617099;Nestlé Professional;Carlos V;Innovaciones;Empaque;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-04;CARLOS V Untable 6X1.2kg MX;Untable Carlos V 1.2kg;12617136;Nestlé Professional;Carlos V;Innovaciones;Empaque;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-04;La Lechera LCA 260(10x375g) PRPre MX;Lechera 10 pack;12617302;Lácteos Culinarios;La Lechera;In&Out;Ofertas Armadas;36.953;650,256411;634;737;-103;1;1;1;1;;;;;;;;;;;
1;2025-04;NIDO NutriAdvance Can 24x360g MX;Nutri Advance 360g;12617637;Suplementos;Kids Suplements;Innovaciones;;1.137.167;;2,5;;2,5;1;1;1;1;;;;;;;;;;;
1;2025-04;NIDO 1+ Seed 3(1.5kg+360g) PRSP MX;NIDO 1+ Seed 3(1.5kg+360g);12617660;Leches De Crecimiento;Nido Kinder;In&Out;Ofertas Armadas;46.941;;309;;309;1;1;1;1;;;;;;;;;;;
1;2025-04;;KitKat Triple Chocolate Clubes;12617831;Impulso;Kitkat;Innovaciones;Sabores;;0;;;;1;1;1;1;;;;;;;;;;;
1;2025-04;Nestle Chocotrio MixPack 576x 540g MX;Chocotrio Clubes;12617916;Impulso;Nestlé;In&Out;Sabores;;0;;;;1;1;1;1;;;;;;;;;;;
1;2025-04;NIDO 1+ Seed 3(1.4kg+360g) PRSP MX;NIDO 1+ Seed 3(1.4kg+360g);12618202;Leches De Crecimiento;Nido Kinder;In&Out;Ofertas Armadas;54.402;;608;;608;1;1;1;1;;;;;;;;;;;
1;2025-04; LUCKY CHARMS Chocolate 20x250g MX; LUCKY CHARMS Chocolate 20x250g MX;12618262;Cereales;Lucky Charms;Línea;Empaque;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-04;LUCKY Chocolate 26x145g;LUCKY Chocolate 26x145g;12618263;Cereales;Lucky Charms;Línea;Empaque;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-04;TRIX Cereal 18x300g MX;TRIX Cereal 18x300g MX;12618271;Cereales;Trix;Línea;Empaque;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-04;NESCAFE CLASICO MYW 12(8x8g) MX;CLÁSICO - Clásico stick 8g;12618334;Cafés;Clásico;Innovaciones;Empaque;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-04;TRIX+NQK Minis+Duo+Mmallo PDQ M 66.06kgMX;TRIX+NQK Minis+Duo+Mmallo PDQ M 66.06kgMX;12620616;Cereales;Trix;In&Out;PDQ de Origen;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-04;COOKIE CRISP Cereal NOM 18x310g MX;COOKIE CRISP Cereal NOM 18x310g MX;12620624;Cereales;Cookie Crisp;Línea;Empaque;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-05;MAGGI Ju Sznd+C&B CP 14(125+160)g MX​;Pareja Perfecta;12343743;Culinarios;Sazonadores Líquidos;In&Out;Ofertas Armadas;7.500.000;0;39,68;;39,68;1;1;1;1;;;;;;;;;;;
1;2025-05;CONSOMATECaldoPllTom12(31x21g)PR84gGrtMX;Consomate 27+8 nueva;12535922;Culinarios;Consomate;In&Out;Ofertas Armadas;10.294;10199,82079;69,4;69;0,4;1;1;1;1;;;;;;;;;;;
1;2025-05;NESQUIK ChocNF PlvDoypack18x500gPR100gMX;Nesquik 500g;12553930;Modificadores;Nesquik;In&Out;Jirafas;7.140;8069,444435;58;58;0;1;1;1;1;;;;;;;;;;;
1;2025-05;;CAPPU - Cappuccino Original Verano espumoso;12560356;Cafés;Cappuccino;In&Out;Jirafas;18;37500,00003;54;;54;1;1;1;1;;;;;;;;;;;
1;2025-05;;CAPPU - Cappuccino Moka Verano espumoso;12560370;Cafés;Cappuccino;In&Out;Jirafas;11;34099,99995;44;;44;1;1;1;1;;;;;;;;;;;
1;2025-05;MORELIAPRESIDENCIALChoc8x840gPR140g+N1M;Morelia 840g;12565680;Modificadores;Morelia;In&Out;Jirafas;13.240;34216,07141;169;168;1;1;1;1;1;;;;;;;;;;;
1;2025-05;MORELIA PRESIDENCIALBsa24x445gPR88g+N1MX;Morelia 445g;12565682;Modificadores;Morelia;In&Out;Jirafas;7.456;9628,848308;82;65;17;1;1;1;1;;;;;;;;;;;
1;2025-05;NESQUIK PowderChoc Doypack24x411gPR54gMX;Nesquik 411g;12573982;Modificadores;Nesquik;In&Out;Jirafas;7.853;8600,608266;73;65;8;1;1;1;1;;;;;;;;;;;
1;2025-05;;Pareja Soyas;12577692;Culinarios;Sazonadores Líquidos;In&Out;Ofertas Armadas;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-05;CNSMTBouChknTom1521(10x10.5g)PRBotdrN1MX;Botadero 10 cubos nueva;12591149;Culinarios;Consomate;In&Out;Botaderos de Origen;6.283.000;363,169606;58;58;0;1;1;1;1;;;;;;;;;;;
1;2025-05;CARNATION Leche Evaporada MP16(3x360g)MX;3 pack Carnation 360g;12594094;Lácteos Culinarios;Carnation;In&Out;Ofertas Armadas;62.305;76793,98152;1267;1269;-2;1;1;1;1;;;;;;;;;;;
1;2025-05;MAGGI JUGOSO AL SARTEN Fuego 18x24g MX;Papelitos Tajín;12594636;Culinarios;Jugoso Al Sartén;In&Out;Ofertas Armadas;2.000.000;;12;;12;1;1;1;1;;;;;;;;;;;
1;2025-05;CARNATIONLecheEvaporadaLat190(10x360g)MX;Carnation 10x360g;12602138;Lácteos Culinarios;Carnation;In&Out;Ofertas Armadas;34.315;846,491227;579;579;0;1;1;1;1;;;;;;;;;;;
1;2025-05;NAN 3 OPTIPRO IF CP 80(2x1.6kg+400g)MX;NAN 3 OPTIPRO 2x1.6kg+400g;12603135;Fórmulas Infantiles;Nan 3;In&Out;Ofertas Armadas;28.477.200;618,055556;164;213;-49;1;1;1;1;;;;;;;;;;;
1;2025-05;NESTUM Arroz 12x90g MX;Gerber Arroz;12607913;Alimentos Infantiles;Cereales;Línea;Empaque;1.440.889;;8;;8;1;1;1;1;;;;;;;;;;;
1;2025-05;;Larin Vanzant;12612253;Impulso;Abuelita;In&Out;Sabores;;0;;;;1;1;1;1;;;;;;;;;;;
1;2025-05;GERBER Mini Galletas 12x40g MX;Mini Marias;12614479;Alimentos Infantiles;Snacks;Innovaciones;Sabores;0;2083,333334;;;;1;1;1;1;;;;;;;;;;;
1;2025-05;NESCAFE CLASICO MYW 12x100g MX;CLÁSICO - Clásico 100g;12614845;Cafés;Clásico;Innovaciones;Empaque;;91391,62857;;;;1;1;1;1;;;;;;;;;;;
1;2025-05;NAN 3 Optimal Pro (1.8 kg + 800 g) MX;NAN 3 Optimal Pro 1.8 kg+800g;12617093;Fórmulas Infantiles;Nan 3;In&Out;Ofertas Armadas;1.000.000;0;5;;5;1;1;1;1;;;;;;;;;;;
1;2025-05;;CRUNCH Chocolate Pangea 8(10x20g);12618110;Impulso;Crunch;In&Out;Jirafas;;0;;;;1;1;1;1;;;;;;;;;;;
1;2025-05;;CRUNCH Choc Galleta Crema 8(10x20g) MX;12618118;Impulso;Crunch;Innovaciones;Sabores;;0;;;;1;1;1;1;;;;;;;;;;;
1;2025-05;VITAL PROT BOV567g+CHOC383g;OA Bovino + Chocolate;12618454;Health Science;Vital Protein;Innovaciones;Ofertas Armadas;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-05;;TASTERS - 2Pack Chocolate & Vainilla 190g;3;Cafés;Tasters;Innovaciones;Empaque;22;;19;;19;1;1;1;1;;;;;;;;;;;
1;2025-05;;Crunch Crips 25g Doughtry;7;Impulso;Crunch;In&Out;Sabores;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-05;;Carlos V Nombres;8;Impulso;Carlos V;Innovaciones;Empaque;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-05;;Temporadas All Year Gifting;9;Impulso;Nestlé;In&Out;Empaque;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-06;;Tostaditas Naturales;1;Alimentos Infantiles;Snacks;Innovaciones;Sabores;0;;;;;1;1;1;1;;;;;;;;;;;
1;2025-06;CONSOMATE Caldo Pollo TomP1(24x105g)N2MX;Consomate 8+2;12512846;Culinarios;Consomate;In&Out;Ofertas Armadas;;;;42;-42;1;1;1;1;;;;;;;;;;;
1;2025-06;MORELIAPRESIDENCIALChoc8x840gPR140g+N1M;Morelia 840g;12565680;Modificadores;Morelia;In&Out;Jirafas;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-06;MORELIA PRESIDENCIALBsa24x445gPR88g+N1MX;Morelia 445g;12565682;Modificadores;Morelia;In&Out;Jirafas;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-06;NESQUIK Chocolate RTD 27x240ml NOM4 MX;NOM 051;12593156;Rtd;Nesquik;Línea;Cambio de imagen;14.097;;360,12;;360,12;1;1;1;1;;;;;;;;;;;
1;2025-06;NESQUIK Chocolate RTD 27x185ml NOM 4 MX;NOM 051;12593165;Rtd;Nesquik;Línea;Cambio de imagen;7.617;;193,23;;193,23;1;1;1;1;;;;;;;;;;;
1;2025-06;NESQUIK Chocolate RTD 12x330ml NOM4 MX;NOM 051;12593175;Rtd;Nesquik;Línea;Cambio de imagen;8.211;;169,103;;169,103;1;1;1;1;;;;;;;;;;;
1;2025-06;CARNATION Leche Evaporada MP16(3x360g)MX;3 pack Carnation 360g;12594094;Lácteos Culinarios;Carnation;In&Out;Ofertas Armadas;79.662;;1617;1618;-1;1;1;1;1;;;;;;;;;;;
1;2025-06;SBUX HSBLD+SMTH CARA10(2x57+2x51)gMX;SBUX NESP House Blend + Caramel;12594930;Dolce Gusto- Sbux;Sbux By Nespresso;In&Out;Sabores;12.682;;5;5;0;1;1;1;1;;;;;;;;;;;
1;2025-06;NESQUIK Choc RTD 120x240ml NOM4 MX;NOM 051;12599633;Rtd;Nesquik;Línea;Cambio de imagen;1.045;;27,862;;27,862;1;1;1;1;;;;;;;;;;;
1;2025-06;ABUELITA Choc Combiblock RTD 12x930ml NOM4;NOM 051;12603957;Rtd;Abuelita;Línea;Cambio de imagen;2.456;;69,464;;69,464;1;1;1;1;;;;;;;;;;;
1;2025-06;NESCAFE Latte RTD 12x330ml NOM4 MX;NOM 051;12606351;Rtd;Nescafé;Línea;Cambio de imagen;15.302;;298,664;;298,664;1;1;1;1;;;;;;;;;;;
1;2025-06;Nescafé Latte RTD 12x930ml NOM4 MX;NOM 051;12606355;Rtd;Nescafé;Línea;Cambio de imagen;1.679;;51,803;;51,803;1;1;1;1;;;;;;;;;;;
1;2025-06;Carlos V RTD 27x185ml NOM4 MX;NOM 051;12606360;Rtd;Carlos V;Línea;Cambio de imagen;1.706;;43,331;;43,331;1;1;1;1;;;;;;;;;;;
1;2025-06;CARLOS V Choc RTD 12x330ml NOM4 MX;NOM 051;12606660;Rtd;Carlos V;Línea;Cambio de imagen;4.253;;86,846;;86,846;1;1;1;1;;;;;;;;;;;
1;2025-06;Nescafé Latte RTD 192x330ml NOM4 MX;NOM 051;12606834;Rtd;Nescafé;Línea;Cambio de imagen;0;;0;;0;1;1;1;1;;;;;;;;;;;
1;2025-06;NESQUIK RTD Fresa 18x240ml NOM4 MX;NOM 051;12606842;Rtd;Nesquik;Línea;Cambio de imagen;2.045;;51,271;;51,271;1;1;1;1;;;;;;;;;;;
1;2025-06;CARLOS V RTD Chocolate 18x240ml NOM4 MX;NOM 051;12609405;Rtd;Carlos V;Línea;Cambio de imagen;4.273;;106,05;;106,05;1;1;1;1;;;;;;;;;;;
1;2025-06;GERBERPouchRTDMixedVegetables 2(6x95g)MX;PAX;12612958;Alimentos Infantiles;Pouch;Innovaciones;Sabores;0;;;;;1;1;1;1;;;;;;;;;;;
1;2025-06;GERBER PouchRTDBfVegetables 2(6x95g)MX;PAX;12612977;Alimentos Infantiles;Pouch;Innovaciones;Sabores;0;;;;;1;1;1;1;;;;;;;;;;;
1;2025-06;GERBER PouchRTDChickenNoodles 2(6x95g)MX;PAX;12613001;Alimentos Infantiles;Pouch;Innovaciones;Sabores;0;;;;;1;1;1;1;;;;;;;;;;;
1;2025-06;;Shakes;2;Alimentos Infantiles;Cereales;Innovaciones;Sabores;0;;;;;1;1;1;1;;;;;;;;;;;
1;2025-06;;Shakes;3;Alimentos Infantiles;Cereales;Innovaciones;Sabores;0;;;;;1;1;1;1;;;;;;;;;;;
1;2025-06;;Tostaditas Queso;4;Alimentos Infantiles;Snacks;Innovaciones;Sabores;0;;;;;1;1;1;1;;;;;;;;;;;
1;2025-06;;Tostaditas Chile Limon;5;Alimentos Infantiles;Snacks;Innovaciones;Sabores;0;;;;;1;1;1;1;;;;;;;;;;;
1;2025-07;CONSOMATECaldoPllTom12(31x21g)PR84gGrtMX;Consomate 27+8 nueva;12535922;Culinarios;Consomate;In&Out;Ofertas Armadas;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-07;CNSMTBouChknTom1521(10x10.5g)PRBotdrN1MX;Botadero 10 cubos nueva;12591149;Culinarios;Consomate;In&Out;Botaderos de Origen;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-07;MAGGI PapyrusVar 10.699kg PRBotaderoMX;MAGGI PapyrusVar 10.699kg PRBotaderoMX;12599214;Culinarios;Jugoso Al Sartén;In&Out;Ofertas Armadas;2.899.000;;3,7;4;-0,3;1;1;1;1;;;;;;;;;;;
1;2025-07;MAGGI JUGOSO AL SARTEN PDQ 1(4.582kg) MX;MAGGI JUGOSO AL SARTEN PDQ 6(7.64kg)PRMX;12599745;Culinarios;Jugoso Al Sartén;In&Out;PDQ de Origen;1.336;;2,1;2;0,1;1;1;1;1;;;;;;;;;;;
1;2025-07;GERBER RTDAppleYogurtPouch 2(6x95g)MX;Orgánico 95g;12603032;Alimentos Infantiles;Pouch;Línea;Empaque;0;;;;;1;1;1;1;;;;;;;;;;;
1;2025-07;GERBER OrgncMngoAppPearPouch 12x95g MX;Orgánico 95g;12603122;Alimentos Infantiles;Pouch;Línea;Empaque;0;;;;;1;1;1;1;;;;;;;;;;;
1;2025-07;GERBER OrgncPearPouch 12x95g MX;Orgánico 95g;12603124;Alimentos Infantiles;Pouch;Línea;Empaque;0;;;;;1;1;1;1;;;;;;;;;;;
1;2025-07;GERBER OrgncApplePouch 12x95g MX;Orgánico 95g;12603140;Alimentos Infantiles;Pouch;Línea;Empaque;0;;;;;1;1;1;1;;;;;;;;;;;
1;2025-07;GERBER OrgncAppBlubEspinPch 12x95gMX;Orgánico 95g;12603142;Alimentos Infantiles;Pouch;Línea;Empaque;0;;;;;1;1;1;1;;;;;;;;;;;
1;2025-07;;Electrolit;6;Alimentos Infantiles;Bebidas;Innovaciones;Sabores;0;;;;;1;1;1;1;;;;;;;;;;;
1;2025-07;;Electrolit;7;Alimentos Infantiles;Bebidas;Innovaciones;Sabores;0;;;;;1;1;1;1;;;;;;;;;;;
1;2025-07;;Nutripuff Platano Fresa;8;Alimentos Infantiles;Snacks;Innovaciones;Sabores;0;;;;;1;1;1;1;;;;;;;;;;;
1;2025-07;;Nutripuff Platano Naranja;9;Alimentos Infantiles;Snacks;Innovaciones;Sabores;0;;;;;1;1;1;1;;;;;;;;;;;
1;2025-08;CONSOMATE Caldo Pollo TomP1(24x105g)N2MX;Consomate 8+2;12512846;Culinarios;Consomate;In&Out;Ofertas Armadas;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-08;MORELIA PRESIDENCIALBsa24x445gPR88g+N1MX;Morelia 445g;12565682;Modificadores;Morelia;In&Out;Jirafas;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-08;CNSMTCaldoPllTom48.825kgPRBotadero N2 MX;Botadero Display polvo nueva;12592097;Culinarios;Consomate;In&Out;Botaderos de Origen;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-08;GERBER RTDMixFruitsPouch 2(6x110g)MX;Cambio Pouch 120;12603035;Alimentos Infantiles;Pouch;Línea;Empaque;2.051.340;;14;;14;1;1;1;1;;;;;;;;;;;
1;2025-08;GERBER RTD PearMango Pouch 2(6x110g)MX;Cambio Pouch 120;12604638;Alimentos Infantiles;Pouch;Línea;Empaque;668.378;;5;;5;1;1;1;1;;;;;;;;;;;
1;2025-09;NESQUIK ChocNF PlvDoypack18x500gPR100gMX;Nesquik 500g;12553930;Modificadores;Nesquik;In&Out;Jirafas;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-09;MORELIAPRESIDENCIALChoc8x840gPR140g+N1M;Morelia 840g;12565680;Modificadores;Morelia;In&Out;Jirafas;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-09;MORELIA PRESIDENCIALBsa24x445gPR88g+N1MX;Morelia 445g;12565682;Modificadores;Morelia;In&Out;Jirafas;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-09;NESQUIK PowderChoc Doypack24x411gPR54gMX;Nesquik 411g;12573982;Modificadores;Nesquik;In&Out;Jirafas;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-09;CARLOS V Blanco Untable 2x4.1kg MX;Untable Carlos V Blanco 4.1kg;12616118;Nestlé Professional;Carlos V;Innovaciones;Empaque;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-09;CARLOS V Untable 2x4.1kg MX;Untable Carlos V 4.1kg;12616133;Nestlé Professional;Carlos V;Innovaciones;Empaque;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-09;AASBUX Toffee Nut SRP 12x51g B11;SBUX NESP Toffee Nut;6222311;Dolce Gusto- Sbux;Sbux By Nespresso;In&Out;Sabores;8.011;;3;;3;1;1;1;1;;;;;;;;;;;
1;2025-10;;Soothe and Chew;10;Alimentos Infantiles;Snacks;Innovaciones;Sabores;0;;;;;1;1;1;1;;;;;;;;;;;
1;2025-10;MORELIAPRESIDENCIALChoc8x840gPR140g+N1M;Morelia 840g;12565680;Modificadores;Morelia;In&Out;Jirafas;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-10;MORELIA PRESIDENCIALBsa24x445gPR88g+N1MX;Morelia 445g;12565682;Modificadores;Morelia;In&Out;Jirafas;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-10;NESQUIK Polvo ChocolateLata 6x1.4kgN1MX;Nesquik 1.4;12579595;Modificadores;Nesquik;In&Out;Jirafas;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-10;SBUX ToffeeNut+PikePlace18(2x51+2x53)gMX;SBUX NESP Toffee Nut + Pike Place;12599610;Dolce Gusto- Sbux;Sbux By Nespresso;In&Out;Sabores;1.695;;1;1;0;1;1;1;1;;;;;;;;;;;
1;2025-11;MORELIAPRESIDENCIALChoc8x840gPR140g+N1M;Morelia 840g;12565680;Modificadores;Morelia;In&Out;Jirafas;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-11;NESQUIK Polvo ChocolateLata 6x1.4kgN1MX;Nesquik 1.4;12579595;Modificadores;Nesquik;In&Out;Jirafas;;;;;;1;1;1;1;;;;;;;;;;;
1;2025-11;NDG Kit Kat 4Pack 200x680g MX;NDG Kitkat 4pack;12615266;Dolce Gusto- Sbux;Dolce Gusto;In&Out;Sabores;6.568;;8,7;;8,7;1;1;1;1;;;;;;;;;;;
1;2025-12;MORELIA PRESIDENCIALBsa24x445gPR88g+N1MX;Morelia 445g;12565682;Modificadores;Morelia;In&Out;Jirafas;;;;;;1;1;1;1;;;;;;;;;;;
